Last updated: Mon Dec 08 2025 14:05:08 GMT-0600 (Central Standard Time),,,,,,,,
ec5_uuid,created_at,uploaded_at,title,date,plot,species_common,observer,comments
c99d2f9e-70d9-4a1e-b017-3227036ae781,2025-11-11T23:26:19.000Z,2025-11-11T23:26:46.000Z,c99d2f9e-70d9-4a1e-b017-3227036ae781,11/11/2025,House garden,Gerbera,Owen,
c99d2f9e-70d9-4a1e-b017-3227036ae781,2025-11-11T23:26:19.000Z,2025-11-11T23:26:46.000Z,c99d2f9e-70d9-4a1e-b017-3227036ae781,11/11/2025,House garden,Salvia,Owen,
39ffefb3-d6f7-4c37-b738-4e89cee945aa,2025-11-11T23:25:43.000Z,2025-11-11T23:26:44.000Z,39ffefb3-d6f7-4c37-b738-4e89cee945aa,11/11/2025,"""Native"" garden",Plains Coreopsis,Owen,
39ffefb3-d6f7-4c37-b738-4e89cee945aa,2025-11-11T23:25:43.000Z,2025-11-11T23:26:44.000Z,39ffefb3-d6f7-4c37-b738-4e89cee945aa,11/11/2025,"""Native"" garden",Pot Marigold,Owen,
39ffefb3-d6f7-4c37-b738-4e89cee945aa,2025-11-11T23:25:43.000Z,2025-11-11T23:26:44.000Z,39ffefb3-d6f7-4c37-b738-4e89cee945aa,11/11/2025,"""Native"" garden",Cornflower,Owen,
8f2de8f0-0ce3-4421-bea8-e5f604aa7a01,2025-11-10T22:37:14.000Z,2025-11-10T22:37:42.000Z,8f2de8f0-0ce3-4421-bea8-e5f604aa7a01,09/11/2025,House garden,Foxglove,Owen,
d7c4e996-b1e6-48f8-ada4-ae79f48db127,2025-11-10T22:36:53.000Z,2025-11-10T22:37:40.000Z,d7c4e996-b1e6-48f8-ada4-ae79f48db127,08/11/2025,House garden,Foxglove,Owen,
73507cfa-5710-4499-a6a4-4664331b90c3,2025-11-10T22:36:16.000Z,2025-11-10T22:37:37.000Z,73507cfa-5710-4499-a6a4-4664331b90c3,07/11/2025,House garden,Foxglove,Owen,
7b027b48-d422-4680-9263-56ee37da1121,2025-11-10T22:35:56.000Z,2025-11-10T22:37:35.000Z,7b027b48-d422-4680-9263-56ee37da1121,06/11/2025,House garden,Foxglove,Owen,
b397d220-468f-460d-b046-cf046cbf763e,2025-11-10T22:35:35.000Z,2025-11-10T22:37:32.000Z,b397d220-468f-460d-b046-cf046cbf763e,05/11/2025,House garden,Foxglove,Owen,
d3d1645b-bba4-46f9-a354-3683083a9ea7,2025-11-10T19:22:34.000Z,2025-11-10T19:22:50.000Z,d3d1645b-bba4-46f9-a354-3683083a9ea7,10/11/2025,Other,Chrysanthemum,Owen,
aa55867d-f98d-457b-92c9-1d9fd800ff65,2025-11-10T19:22:16.000Z,2025-11-10T19:22:48.000Z,aa55867d-f98d-457b-92c9-1d9fd800ff65,10/11/2025,House garden,Hollyhock,Owen,
aa55867d-f98d-457b-92c9-1d9fd800ff65,2025-11-10T19:22:16.000Z,2025-11-10T19:22:48.000Z,aa55867d-f98d-457b-92c9-1d9fd800ff65,10/11/2025,House garden,Gerbera,Owen,
aa55867d-f98d-457b-92c9-1d9fd800ff65,2025-11-10T19:22:16.000Z,2025-11-10T19:22:48.000Z,aa55867d-f98d-457b-92c9-1d9fd800ff65,10/11/2025,House garden,Salvia,Owen,
60cabd79-2fdd-4109-8f93-ead3c0590299,2025-11-10T19:21:42.000Z,2025-11-10T19:22:46.000Z,60cabd79-2fdd-4109-8f93-ead3c0590299,10/11/2025,"""Native"" garden",Plains Coreopsis,Owen,
60cabd79-2fdd-4109-8f93-ead3c0590299,2025-11-10T19:21:42.000Z,2025-11-10T19:22:46.000Z,60cabd79-2fdd-4109-8f93-ead3c0590299,10/11/2025,"""Native"" garden",Pot Marigold,Owen,
60cabd79-2fdd-4109-8f93-ead3c0590299,2025-11-10T19:21:42.000Z,2025-11-10T19:22:46.000Z,60cabd79-2fdd-4109-8f93-ead3c0590299,10/11/2025,"""Native"" garden",Firewheel,Owen,
60cabd79-2fdd-4109-8f93-ead3c0590299,2025-11-10T19:21:42.000Z,2025-11-10T19:22:46.000Z,60cabd79-2fdd-4109-8f93-ead3c0590299,10/11/2025,"""Native"" garden",Cosmos,Owen,
60cabd79-2fdd-4109-8f93-ead3c0590299,2025-11-10T19:21:42.000Z,2025-11-10T19:22:46.000Z,60cabd79-2fdd-4109-8f93-ead3c0590299,10/11/2025,"""Native"" garden",Cornflower,Owen,
512946c8-fa44-4f6d-8940-086c47e06c3c,2025-11-09T19:15:08.000Z,2025-11-09T19:15:21.000Z,512946c8-fa44-4f6d-8940-086c47e06c3c,09/11/2025,House garden,Pansy,Owen,
bf4df186-7c97-4398-8515-025f11efc2b6,2025-11-09T18:48:34.000Z,2025-11-09T19:15:19.000Z,bf4df186-7c97-4398-8515-025f11efc2b6,09/11/2025,Other,Chrysanthemum,Owen,
a91add7a-cbf7-458d-8c85-4c0aef356e30,2025-11-09T18:47:53.000Z,2025-11-09T19:15:16.000Z,a91add7a-cbf7-458d-8c85-4c0aef356e30,09/11/2025,House garden,Hollyhock,Owen,
a91add7a-cbf7-458d-8c85-4c0aef356e30,2025-11-09T18:47:53.000Z,2025-11-09T19:15:16.000Z,a91add7a-cbf7-458d-8c85-4c0aef356e30,09/11/2025,House garden,Gerbera,Owen,
a91add7a-cbf7-458d-8c85-4c0aef356e30,2025-11-09T18:47:53.000Z,2025-11-09T19:15:16.000Z,a91add7a-cbf7-458d-8c85-4c0aef356e30,09/11/2025,House garden,Celosia,Owen,
a91add7a-cbf7-458d-8c85-4c0aef356e30,2025-11-09T18:47:53.000Z,2025-11-09T19:15:16.000Z,a91add7a-cbf7-458d-8c85-4c0aef356e30,09/11/2025,House garden,Eastern Cat-mint,Owen,
a91add7a-cbf7-458d-8c85-4c0aef356e30,2025-11-09T18:47:53.000Z,2025-11-09T19:15:16.000Z,a91add7a-cbf7-458d-8c85-4c0aef356e30,09/11/2025,House garden,Salvia,Owen,
4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,2025-11-09T18:46:48.000Z,2025-11-09T19:15:14.000Z,4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,09/11/2025,"""Native"" garden",Zinnia,Owen,
4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,2025-11-09T18:46:48.000Z,2025-11-09T19:15:14.000Z,4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,09/11/2025,"""Native"" garden",Plains Coreopsis,Owen,
4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,2025-11-09T18:46:48.000Z,2025-11-09T19:15:14.000Z,4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,09/11/2025,"""Native"" garden",Pot Marigold,Owen,
4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,2025-11-09T18:46:48.000Z,2025-11-09T19:15:14.000Z,4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,09/11/2025,"""Native"" garden",Black-eyed Susan,Owen,
4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,2025-11-09T18:46:48.000Z,2025-11-09T19:15:14.000Z,4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,09/11/2025,"""Native"" garden",Sweet Alyssum,Owen,
4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,2025-11-09T18:46:48.000Z,2025-11-09T19:15:14.000Z,4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,09/11/2025,"""Native"" garden",Firewheel,Owen,
4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,2025-11-09T18:46:48.000Z,2025-11-09T19:15:14.000Z,4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,09/11/2025,"""Native"" garden",Cornflower,Owen,
4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,2025-11-09T18:46:48.000Z,2025-11-09T19:15:14.000Z,4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,09/11/2025,"""Native"" garden",Cosmos,Owen,
4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,2025-11-09T18:46:48.000Z,2025-11-09T19:15:14.000Z,4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,09/11/2025,"""Native"" garden",Bluemink,Owen,
4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,2025-11-09T18:46:48.000Z,2025-11-09T19:15:14.000Z,4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,09/11/2025,"""Native"" garden",Celosia,Owen,
4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,2025-11-09T18:46:48.000Z,2025-11-09T19:15:14.000Z,4c64aa15-3d30-4a0e-91d7-2f9bb15c3c6c,09/11/2025,"""Native"" garden",Sweet William Catchfly,Owen,
e414adf1-c964-4fa7-8f8e-4b1bed38ccc5,2025-11-08T23:26:33.000Z,2025-11-08T23:26:49.000Z,e414adf1-c964-4fa7-8f8e-4b1bed38ccc5,08/11/2025,House garden,Hollyhock,Liz,
e414adf1-c964-4fa7-8f8e-4b1bed38ccc5,2025-11-08T23:26:33.000Z,2025-11-08T23:26:49.000Z,e414adf1-c964-4fa7-8f8e-4b1bed38ccc5,08/11/2025,House garden,Gerbera,Liz,
e414adf1-c964-4fa7-8f8e-4b1bed38ccc5,2025-11-08T23:26:33.000Z,2025-11-08T23:26:49.000Z,e414adf1-c964-4fa7-8f8e-4b1bed38ccc5,08/11/2025,House garden,Salvia,Liz,
e414adf1-c964-4fa7-8f8e-4b1bed38ccc5,2025-11-08T23:26:33.000Z,2025-11-08T23:26:49.000Z,e414adf1-c964-4fa7-8f8e-4b1bed38ccc5,08/11/2025,House garden,Eastern Cat-mint,Liz,
83caa736-53bb-4bca-9dfa-4df4d91b9399,2025-11-08T23:26:20.000Z,2025-11-08T23:26:34.000Z,83caa736-53bb-4bca-9dfa-4df4d91b9399,08/11/2025,Other,Chrysanthemum,Owen,
a7f8a00e-2c48-4bd4-b9f5-877503f84eef,2025-11-08T23:26:02.000Z,2025-11-08T23:26:32.000Z,a7f8a00e-2c48-4bd4-b9f5-877503f84eef,08/11/2025,"""Native"" garden",Zinnia,Owen,
a7f8a00e-2c48-4bd4-b9f5-877503f84eef,2025-11-08T23:26:02.000Z,2025-11-08T23:26:32.000Z,a7f8a00e-2c48-4bd4-b9f5-877503f84eef,08/11/2025,"""Native"" garden",Plains Coreopsis,Owen,
a7f8a00e-2c48-4bd4-b9f5-877503f84eef,2025-11-08T23:26:02.000Z,2025-11-08T23:26:32.000Z,a7f8a00e-2c48-4bd4-b9f5-877503f84eef,08/11/2025,"""Native"" garden",Pot Marigold,Owen,
a7f8a00e-2c48-4bd4-b9f5-877503f84eef,2025-11-08T23:26:02.000Z,2025-11-08T23:26:32.000Z,a7f8a00e-2c48-4bd4-b9f5-877503f84eef,08/11/2025,"""Native"" garden",Black-eyed Susan,Owen,
a7f8a00e-2c48-4bd4-b9f5-877503f84eef,2025-11-08T23:26:02.000Z,2025-11-08T23:26:32.000Z,a7f8a00e-2c48-4bd4-b9f5-877503f84eef,08/11/2025,"""Native"" garden",Sweet Alyssum,Owen,
a7f8a00e-2c48-4bd4-b9f5-877503f84eef,2025-11-08T23:26:02.000Z,2025-11-08T23:26:32.000Z,a7f8a00e-2c48-4bd4-b9f5-877503f84eef,08/11/2025,"""Native"" garden",Firewheel,Owen,
a7f8a00e-2c48-4bd4-b9f5-877503f84eef,2025-11-08T23:26:02.000Z,2025-11-08T23:26:32.000Z,a7f8a00e-2c48-4bd4-b9f5-877503f84eef,08/11/2025,"""Native"" garden",Sweet William Catchfly,Owen,
a7f8a00e-2c48-4bd4-b9f5-877503f84eef,2025-11-08T23:26:02.000Z,2025-11-08T23:26:32.000Z,a7f8a00e-2c48-4bd4-b9f5-877503f84eef,08/11/2025,"""Native"" garden",Bluemink,Owen,
a7f8a00e-2c48-4bd4-b9f5-877503f84eef,2025-11-08T23:26:02.000Z,2025-11-08T23:26:32.000Z,a7f8a00e-2c48-4bd4-b9f5-877503f84eef,08/11/2025,"""Native"" garden",Celosia,Owen,
a7f8a00e-2c48-4bd4-b9f5-877503f84eef,2025-11-08T23:26:02.000Z,2025-11-08T23:26:32.000Z,a7f8a00e-2c48-4bd4-b9f5-877503f84eef,08/11/2025,"""Native"" garden",Cosmos,Owen,
a7f8a00e-2c48-4bd4-b9f5-877503f84eef,2025-11-08T23:26:02.000Z,2025-11-08T23:26:32.000Z,a7f8a00e-2c48-4bd4-b9f5-877503f84eef,08/11/2025,"""Native"" garden",Cornflower,Owen,
b9d098b4-632e-42c5-ba87-70ed4bd325c7,2025-11-07T23:21:40.000Z,2025-11-07T23:21:57.000Z,b9d098b4-632e-42c5-ba87-70ed4bd325c7,07/11/2025,House garden,Celosia,Owen,
